t46,0,0,0,0,0,0,1,0,0,9
t47,0,0,0,0,0,0,1,0,0,9
t48,1,0,0,0,0,0,1,0,0,3
t49,0,0,0,0,0,0,1,0,0,6
t50,0,0,0,0,0,0,1,0,0,2
t51,0,0,0,0,0,0,1,0,0,6
t52,1,0,0,0,0,0,1,0,0,1
t53,0,0,0,0,0,0,1,0,0,10
t54,0,0,0,0,0,0,1,0,0,7
t55,0,0,0,0,0,0,1,0,0,6
t56,0,0,0,0,0,0,1,0,0,1
t57,0,0,0,0,0,0,1,0,0,9
t58,1,0,0,0,0,0,1,0,0,4
t59,0,0,0,0,0,0,1,0,0,4
t60,0,0,0,0,0,0,1,0,0,9
t61,0,0,0,0,0,0,1,0,0,10
t62,0,0,0,0,0,0,1,0,0,7
t63,0,0,0,1,0,0,1,0,0,9
t64,0,0,0,1,0,0,1,0,0,10
t65,0,0,0,0,0,0,1,0,0,1
t66,0,0,0,0,0,0,1,0,0,6
t67,0,0,0,0,0,0,1,0,0,10
t68,1,0,0,0,0,0,1,0,0,7
t69,0,0,0,0,0,0,1,0,0,2
t70,0,0,0,0,0,0,1,0,0,7
t71,0,0,0,0,0,0,1,0,0,6
t72,1,0,0,0,0,0,1,0,0,6
t73,0,0,0,0,0,0,1,0,0,10
t74,0,0,0,0,0,0,1,0,0,8
t75,0,0,0,0,0,0,1,0,0,9
t76,0,0,0,0,0,0,1,0,0,10
t77,0,0,0,0,0,0,1,0,0,6
t78,0,0,0,0,0,0,1,0,0,7
t79,1,1,0,1,0,1,1,1,0,1
t80,0,0,0,0,0,0,1,0,0,4
t81,1,1,0,1,0,1,1,1,0,1
t82,1,1,0,1,0,1,1,1,0,10
t83,1,1,0,1,0,1,1,1,0,5
t84,0,0,0,0,0,0,1,0,0,2
t85,0,0,0,0,0,0,1,0,0,5
t86,0,0,0,1,0,0,1,0,0,7
t87,1,0,0,0,0,0,1,0,0,3
t88,1,1,0,1,0,1,1,1,0,1
t89,0,0,0,0,0,0,1,0,0,1
t90,0,0,0,1,0,0,1,0,0,5
t91,1,0,0,0,0,0,1,0,0,5
t92,1,0,0,1,0,0,1,0,0,8
t93,0,0,0,0,0,0,0,0,0,7
t94,0,0,0,0,0,0,0,0,0,10
t95,0,0,0,0,0,0,0,0,0,6
t96,0,0,0,0,0,0,0,0,0,10
t97,0,0,0,0,0,0,0,0,0,7
t98,0,0,0,0,0,0,0,0,0,7
t99,0,0,0,0,0,0,0,0,0,6
t100,0,0,0,0,0,0,0,0,0,1
t101,1,1,0,1,0,1,1,1,0,6
t102,1,1,0,1,0,1,1,1,0,7
t103,1,1,0,1,0,1,1,1,0,3
t104,0,0,0,0,0,0,1,0,0,1
t105,1,1,0,1,0,1,1,1,0,8
t106,0,0,0,0,0,0,1,0,0,2
t107,1,1,0,1,0,1,1,1,0,8
t108,0,0,0,0,0,0,1,0,0,7
t109,0,0,0,0,0,0,1,0,0,5
t110,0,0,0,0,0,0,1,0,0,8
t111,1,1,0,1,0,1,1,1,0,2
t112,1,1,0,1,0,1,1,1,0,1
t113,0,0,0,0,0,0,1,0,0,1
t114,0,0,0,0,0,0,1,0,0,10
t115,0,0,0,0,0,0,1,0,0,6
t116,1,1,0,1,0,1,1,1,0,3
t117,1,1,0,1,0,1,1,1,0,10
t118,0,0,0,0,0,0,1,0,0,10
t119,1,1,0,1,0,1,1,1,0,10
t120,0,0,0,0,0,0,1,0,0,1
t121,1,1,0,1,0,1,1,1,0,4
t122,1,0,0,1,0,0,1,0,0,4
t123,1,1,0,1,0,1,1,1,0,3
t124,1,1,0,1,0,1,1,1,0,2
t125,1,1,0,1,0,1,1,1,0,9
t126,0,0,0,0,0,0,0,0,0,2
t127,0,0,0,0,0,0,0,0,0,4
t128,0,0,0,0,0,0,1,0,0,8
t129,0,0,0,0,0,0,1,0,0,4
t130,1,1,0,1,0,1,1,1,0,4
t131,0,0,0,0,0,0,1,0,0,2
t132,0,0,0,0,0,0,1,0,0,8
t133,0,0,0,0,0,0,1,0,0,7
t134,1,1,0,1,0,1,1,1,0,3
t135,1,1,0,1,0,1,1,1,0,5
t136,1,1,0,1,0,1,1,1,0,2
t137,0,0,0,0,0,0,1,0,0,10
t138,0,0,0,0,0,0,1,0,0,4
t139,1,1,0,1,0,1,1,1,0,5
t140,0,0,0,0,0,0,1,0,0,7
t141,0,0,0,0,0,0,1,0,0,6
t142,0,0,0,0,0,0,1,0,0,6
t143,0,0,0,0,0,0,1,0,0,3
t144,0,0,1,0,0,0,1,0,0,7
t145,0,0,0,0,0,0,1,0,0,3
t146,0,0,1,0,0,0,1,0,0,7
t147,0,0,0,0,1,0,1,0,0,10
t148,0,0,1,0,0,0,1,0,0,4
t149,0,0,0,0,0,0,1,0,0,3
t150,0,0,0,0,0,0,1,0,1,10
t151,0,0,1,0,0,0,1,0,0,10
t152,0,0,1,0,0,0,1,0,0,1
t153,0,0,0,0,0,0,1,0,0,5
t154,0,0,1,0,0,0,1,0,0,5
t155,0,0,1,0,0,0,1,0,0,8
t156,0,0,0,0,0,0,1,0,0,4
t157,0,0,0,0,0,0,1,0,0,9
t158,0,0,1,0,0,0,1,0,0,5
t159,0,0,1,0,0,0,1,0,0,6
t160,0,0,0,0,0,0,1,0,0,1
t161,0,0,0,0,0,0,1,0,0,10
t162,0,0,1,0,0,0,1,0,0,3
t163,0,0,1,0,0,0,1,0,0,10
t164,0,0,0,0,0,0,1,0,0,4
t165,1,0,0,0,0,0,1,0,0,8
t166,0,0,1,0,0,0,1,0,0,3
t167,0,0,1,0,0,0,1,0,0,4
t168,0,0,0,0,0,0,1,0,0,2
t169,1,0,0,0,0,0,1,0,0,3
t170,0,0,1,0,0,0,1,0,0,4
t171,0,0,1,0,0,0,1,0,0,7
t172,0,0,0,0,0,0,1,0,0,9
t173,1,0,0,0,0,0,1,0,0,10
t174,0,0,1,0,0,0,1,0,0,4
t175,0,0,1,0,0,0,1,0,0,8
t176,0,0,0,0,0,0,1,0,0,2
t177,1,0,0,0,0,0,1,0,0,5
t178,0,0,1,0,0,0,1,0,0,3
t179,0,0,1,0,0,0,1,0,0,10
t180,0,0,0,0,0,0,1,0,0,2
t181,0,0,0,0,0,0,1,0,0,10
t182,0,0,1,0,0,0,1,0,0,6
t183,0,0,1,0,0,0,1,0,0,1
t184,0,0,0,0,0,0,1,0,0,8
t185,0,0,0,0,0,0,1,0,0,9
t186,0,0,1,0,0,0,1,0,0,5
t187,0,0,1,0,0,0,1,0,0,10
t188,0,0,0,0,0,0,1,0,0,10
t189,1,0,0,0,0,0,1,0,0,10
t190,0,0,1,0,0,0,1,0,0,8
t191,0,0,1,0,0,0,1,0,0,1
t192,0,0,0,0,0,0,1,0,0,7
t193,1,0,0,0,0,0,1,0,0,10
t194,0,0,1,0,0,0,1,0,0,10
t195,0,0,1,0,0,0,1,0,0,1
t196,0,0,0,0,0,0,1,0,0,3
t197,0,0,0,0,0,0,1,0,0,3
t198,0,0,1,0,0,0,1,0,0,9
t199,0,0,1,0,0,0,1,0,0,2
t200,0,0,0,0,0,0,1,0,0,2
t201,0,0,0,0,0,0,1,0,0,8
t202,0,0,1,0,0,0,1,0,0,10
t203,0,0,1,0,0,0,1,0,0,5
t204,0,0,0,0,0,0,1,0,0,4
t205,0,0,0,0,0,0,1,0,0,1
t206,0,0,1,0,0,0,1,0,0,3
t207,0,0,1,0,0,0,1,0,0,2
t208,0,0,0,0,0,0,1,0,0,8
t209,0,0,0,0,0,0,1,0,0,9
t210,0,0,1,0,0,0,1,0,0,9
t211,0,0,1,0,0,0,1,0,0,6
t212,0,0,0,0,0,0,1,0,0,6
t213,0,0,0,0,0,0,1,0,0,3
t214,1,1,0,1,0,1,1,1,0,4
t215,1,1,0,1,0,1,1,1,0,2
